company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
Brunet-García Advertising,brunetgarcia.com,https://www.linkedin.com/company/brunet-garcia-advertising-inc-,Jacksonville,United States,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Adnimation,adnimation.com,https://www.linkedin.com/company/adnimation,Deerfield,United States,17,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Workshop Digital,workshopdigital.com,https://www.linkedin.com/company/workshop-digital-llc,Richmond,United States,40,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Furman Roth Advertising,furmanroth.com,https://www.linkedin.com/company/furman-roth-advertising,New York,United States,18,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Er2 Image Group,er2image.com,https://www.linkedin.com/company/er2imagegroup,Hanover Park,United States,56,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Matrex Exhibits,matrexexhibits.com,https://www.linkedin.com/company/matrex-exhibits,Addison,United States,42,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Zoco Design,zocodesign.com,https://www.linkedin.com/company/zoco-design,Columbus,United States,18,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
TRIGGER(HOUSE,triggerhouse.com,https://www.linkedin.com/company/trigger-house,Portsmouth,United States,65,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Bbr Creative,bbrcreative.com,https://www.linkedin.com/company/bbr-creative,Lafayette,United States,36,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Threespot,threespot.com,https://www.linkedin.com/company/threespot,Washington,United States,26,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Engage Bdr,engagebdr.com,https://www.linkedin.com/company/engage-bdr,West Hollywood,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Spike Ddb,spikeddb.com,https://www.linkedin.com/company/spikeddb,Brooklyn,United States,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
3 Birds Marketing Llc,3birds.net,https://www.linkedin.com/company/3-birds-marketing-llc,Chapel,United States,37,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Encompass Event Group,encompasseventgroup.com,https://www.linkedin.com/company/encompass-event-group,Aurora,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Sky Factory,skyfactory.com,https://www.linkedin.com/company/the-sky-factory,Fairfield,United States,54,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
True North Inc,truenorthinc.com,https://www.linkedin.com/company/true-north,New York,United States,132,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
